ID,EMPLOYEEID,ORDERDATE,REQUIREDDATE,SHIPPEDDATE,SHIPVIA,FREIGHT,SHIPNAME,SHIPADDRESS,SHIPCITY,SHIPREGION,SHIPPOSTALCODE,SHIPCOUNTRY
10446,6,2013-02-14,2013-03-14,2013-02-19,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10876,7,2014-02-09,2014-03-09,2014-02-12,3,60.42,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10989,2,2014-03-31,2014-04-28,2014-04-02,1,34.76,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10731,7,2013-11-06,2013-12-04,2013-11-14,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10960,3,2014-03-19,2014-04-02,2014-04-08,1,2.08,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
11024,4,2014-04-15,2014-05-13,2014-04-20,1,74.36,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
10355,6,2012-11-15,2012-12-13,2012-11-20,1,41.95,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10817,3,2014-01-06,2014-01-20,2014-01-13,2,306.07,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10442,3,2013-02-11,2013-03-11,2013-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10296,6,2012-09-03,2012-10-01,2012-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10879,3,2014-02-10,2014-03-10,2014-02-12,3,8.50,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
10915,2,2014-02-27,2014-03-27,2014-03-02,2,3.51,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10644,3,2013-08-25,2013-09-22,2013-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10498,8,2013-04-07,2013-05-05,2013-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10726,4,2013-11-03,2013-11-17,2013-12-05,1,16.56,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
10388,2,2012-12-19,2013-01-16,2012-12-20,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10650,5,2013-08-29,2013-09-26,2013-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10641,4,2013-08-22,2013-09-19,2013-08-26,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10892,4,2014-02-17,2014-03-17,2014-02-19,2,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10491,8,2013-03-31,2013-04-28,2013-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10280,2,2012-08-14,2012-09-11,2012-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10678,7,2013-09-23,2013-10-21,2013-10-16,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10258,1,2012-07-17,2012-08-14,2012-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
11066,7,2014-05-01,2014-05-29,2014-05-04,2,44.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10958,7,2014-03-18,2014-04-15,2014-03-27,2,49.56,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
10544,4,2013-05-21,2013-06-18,2013-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10413,3,2013-01-14,2013-02-11,2013-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10756,8,2013-11-27,2013-12-25,2013-12-02,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10298,6,2012-09-05,2012-10-03,2012-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10963,9,2014-03-19,2014-04-16,2014-03-26,3,2.70,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10867,6,2014-02-03,2014-03-17,2014-02-11,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10733,1,2013-11-07,2013-12-05,2013-11-10,3,110.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10503,6,2013-04-11,2013-05-09,2013-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10949,2,2014-03-13,2014-04-10,2014-03-17,3,74.44,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10627,8,2013-08-11,2013-09-22,2013-08-21,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10885,6,2014-02-12,2014-03-12,2014-02-18,3,5.64,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
11050,8,2014-04-27,2014-05-25,2014-05-05,2,59.41,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10804,6,2013-12-30,2014-01-27,2014-01-07,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10457,2,2013-02-25,2013-03-25,2013-03-03,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10452,8,2013-02-20,2013-03-20,2013-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10955,8,2014-03-17,2014-04-14,2014-03-20,2,3.26,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10904,3,2014-02-24,2014-03-24,2014-02-27,3,162.95,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10292,1,2012-08-28,2012-09-25,2012-09-02,2,1.35,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
11065,8,2014-05-01,2014-05-29,,1,12.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10921,1,2014-03-03,2014-04-14,2014-03-09,1,176.48,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
11046,8,2014-04-23,2014-05-21,2014-04-24,2,71.64,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10453,1,2013-02-21,2013-03-21,2013-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10978,9,2014-03-26,2014-04-23,2014-04-23,2,32.82,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10578,4,2013-06-24,2013-07-22,2013-07-25,3,29.60,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10940,8,2014-03-11,2014-04-08,2014-03-23,3,19.77,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10837,9,2014-01-16,2014-02-13,2014-01-23,3,13.32,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10905,9,2014-02-24,2014-03-24,2014-03-06,2,13.72,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10896,7,2014-02-19,2014-03-19,2014-02-27,3,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10677,1,2013-09-22,2013-10-20,2013-09-26,3,4.03,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
10861,4,2014-01-30,2014-02-27,2014-02-17,2,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10449,3,2013-02-18,2013-03-18,2013-02-27,2,53.30,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10428,7,2013-01-28,2013-02-25,2013-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10808,2,2014-01-01,2014-01-29,2014-01-09,3,45.53,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10440,4,2013-02-10,2013-03-10,2013-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10375,3,2012-12-06,2013-01-03,2012-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
10980,4,2014-03-27,2014-05-08,2014-04-17,1,1.26,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10760,4,2013-12-01,2013-12-29,2013-12-10,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10432,3,2013-01-31,2013-02-14,2013-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10352,3,2012-11-12,2012-11-26,2012-11-18,3,1.30,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
11002,4,2014-04-06,2014-05-04,2014-04-16,1,141.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10665,1,2013-09-11,2013-10-09,2013-09-17,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10683,2,2013-09-26,2013-10-24,2013-10-01,1,4.40,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
10690,1,2013-10-02,2013-10-30,2013-10-03,1,15.80,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
11021,3,2014-04-14,2014-05-12,2014-04-21,1,297.18,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10387,1,2012-12-18,2013-01-15,2012-12-20,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
10473,1,2013-03-13,2013-03-27,2013-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10739,3,2013-11-12,2013-12-10,2013-11-17,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
10791,6,2013-12-23,2014-01-20,2014-01-01,2,16.85,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10819,2,2014-01-07,2014-02-04,2014-01-16,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10505,3,2013-04-14,2013-05-12,2013-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10328,4,2012-10-14,2012-11-11,2012-10-17,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10545,8,2013-05-22,2013-06-19,2013-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
10840,4,2014-01-19,2014-03-02,2014-02-16,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10297,5,2012-09-04,2012-10-16,2012-09-10,2,5.74,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
11005,2,2014-04-07,2014-05-05,2014-04-10,1,0.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
10934,3,2014-03-09,2014-04-06,2014-03-12,3,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10966,4,2014-03-20,2014-04-17,2014-04-08,1,27.19,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10950,1,2014-03-16,2014-04-13,2014-03-23,2,2.50,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10812,5,2014-01-02,2014-01-30,2014-01-12,1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10795,8,2013-12-24,2014-01-21,2014-01-20,2,126.66,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
11019,6,2014-04-13,2014-05-11,,3,3.17,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
10911,3,2014-02-26,2014-03-26,2014-03-05,1,38.19,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10455,8,2013-02-24,2013-04-07,2013-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10515,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10313,2,2012-09-24,2012-10-22,2012-10-04,2,1.96,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10517,3,2013-04-24,2013-05-22,2013-04-29,3,32.07,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
11018,4,2014-04-13,2014-05-11,2014-04-16,2,11.65,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10716,4,2013-10-24,2013-11-21,2013-10-27,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
10626,1,2013-08-11,2013-09-08,2013-08-20,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10279,8,2012-08-13,2012-09-10,2012-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10266,3,2012-07-26,2012-09-06,2012-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10908,4,2014-02-26,2014-03-26,2014-03-06,2,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10942,9,2014-03-11,2014-04-08,2014-03-18,3,17.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10635,8,2013-08-18,2013-09-15,2013-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10584,4,2013-06-30,2013-07-28,2013-07-04,1,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10708,6,2013-10-17,2013-11-28,2013-11-05,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
10713,1,2013-10-22,2013-11-19,2013-10-24,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10351,1,2012-11-11,2012-12-09,2012-11-20,1,162.33,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10839,3,2014-01-19,2014-02-16,2014-01-22,3,35.43,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
10877,1,2014-02-09,2014-03-09,2014-02-19,1,38.06,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10467,8,2013-03-06,2013-04-03,2013-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10525,1,2013-05-02,2013-05-30,2013-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10646,9,2013-08-27,2013-10-08,2013-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10710,1,2013-10-20,2013-11-17,2013-10-23,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
10721,5,2013-10-29,2013-11-26,2013-10-31,3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10538,9,2013-05-15,2013-06-12,2013-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10720,8,2013-10-28,2013-11-11,2013-11-05,2,9.53,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10927,4,2014-03-05,2014-04-02,2014-04-08,1,19.79,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
10380,8,2012-12-12,2013-01-09,2013-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10909,1,2014-02-26,2014-03-26,2014-03-10,2,53.05,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
10825,1,2014-01-09,2014-02-06,2014-01-14,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
10851,5,2014-01-26,2014-02-23,2014-02-02,1,160.55,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10620,2,2013-08-05,2013-09-02,2013-08-14,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
11074,7,2014-05-06,2014-06-03,,2,18.44,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10429,3,2013-01-29,2013-03-12,2013-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10753,3,2013-11-25,2013-12-23,2013-11-27,1,7.70,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
10601,7,2013-07-16,2013-08-27,2013-07-22,1,58.30,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10667,7,2013-09-12,2013-10-10,2013-09-19,1,78.09,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10477,5,2013-03-17,2013-04-14,2013-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
10321,3,2012-10-03,2012-10-31,2012-10-11,2,3.43,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10786,8,2013-12-19,2014-01-16,2013-12-23,1,110.87,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10862,8,2014-01-30,2014-03-13,2014-02-02,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10968,1,2014-03-23,2014-04-20,2014-04-01,3,74.60,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10436,3,2013-02-05,2013-03-05,2013-02-11,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
11004,3,2014-04-07,2014-05-05,2014-04-20,1,44.84,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10443,8,2013-02-12,2013-03-12,2013-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10343,4,2012-10-31,2012-11-28,2012-11-06,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10385,1,2012-12-17,2013-01-14,2012-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10719,8,2013-10-27,2013-11-24,2013-11-05,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
10606,4,2013-07-22,2013-08-19,2013-07-31,3,79.40,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
11052,3,2014-04-27,2014-05-25,2014-05-01,1,67.26,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
11036,8,2014-04-20,2014-05-18,2014-04-22,3,149.47,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
10769,3,2013-12-08,2014-01-05,2013-12-12,1,65.06,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10770,8,2013-12-09,2014-01-06,2013-12-17,3,5.32,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10420,3,2013-01-21,2013-02-18,2013-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10625,3,2013-08-08,2013-09-05,2013-08-14,1,43.90,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
10788,1,2013-12-22,2014-01-19,2014-01-19,2,42.70,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10759,3,2013-11-28,2013-12-26,2013-12-12,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
11026,4,2014-04-15,2014-05-13,2014-04-28,1,47.09,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
11069,1,2014-05-04,2014-06-01,2014-05-06,2,15.67,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10772,3,2013-12-10,2014-01-07,2013-12-19,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
11045,6,2014-04-23,2014-05-21,,2,70.58,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10974,3,2014-03-25,2014-04-08,2014-04-03,3,12.96,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
11057,3,2014-04-29,2014-05-27,2014-05-01,3,4.13,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
10875,4,2014-02-06,2014-03-06,2014-03-03,2,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10516,2,2013-04-24,2013-05-22,2013-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10312,2,2012-09-23,2012-10-21,2012-10-03,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10946,1,2014-03-12,2014-04-09,2014-03-19,2,27.20,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
11032,2,2014-04-17,2014-05-15,2014-04-23,3,606.19,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10824,8,2014-01-09,2014-02-06,2014-01-30,1,1.23,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10421,8,2013-01-21,2013-03-04,2013-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10409,3,2013-01-09,2013-02-06,2013-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
11017,9,2014-04-13,2014-05-11,2014-04-20,2,754.26,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10454,4,2013-02-21,2013-03-21,2013-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10464,4,2013-03-04,2013-04-01,2013-03-14,2,89.00,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10571,8,2013-06-17,2013-07-29,2013-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10617,4,2013-07-31,2013-08-28,2013-08-04,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10797,7,2013-12-25,2014-01-22,2014-01-05,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
10884,4,2014-02-12,2014-03-12,2014-02-13,2,90.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
10590,4,2013-07-07,2013-08-04,2013-07-14,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10997,8,2014-04-03,2014-05-15,2014-04-13,2,73.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10679,8,2013-09-23,2013-10-21,2013-09-30,3,27.94,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10680,1,2013-09-24,2013-10-22,2013-09-26,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10973,6,2014-03-24,2014-04-21,2014-03-27,2,15.17,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
10830,4,2014-01-13,2014-02-24,2014-01-21,2,81.83,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
10685,4,2013-09-29,2013-10-13,2013-10-03,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10260,4,2012-07-19,2012-08-16,2012-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
11031,6,2014-04-17,2014-05-15,2014-04-24,2,227.22,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10633,7,2013-08-15,2013-09-12,2013-08-18,3,477.90,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10865,2,2014-02-02,2014-02-16,2014-02-12,1,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10718,1,2013-10-27,2013-11-24,2013-10-29,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10366,8,2012-11-28,2013-01-09,2012-12-30,2,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
10521,8,2013-04-29,2013-05-27,2013-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10814,3,2014-01-05,2014-02-02,2014-01-14,3,130.94,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10353,7,2012-11-13,2012-12-11,2012-11-25,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10868,7,2014-02-04,2014-03-04,2014-02-23,2,191.27,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10894,1,2014-02-18,2014-03-18,2014-02-20,1,116.13,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10334,8,2012-10-21,2012-11-18,2012-10-28,2,8.56,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10350,6,2012-11-11,2012-12-09,2012-12-03,2,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10806,3,2013-12-31,2014-01-28,2014-01-05,2,22.11,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10410,3,2013-01-10,2013-02-07,2013-01-15,3,2.40,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10322,7,2012-10-04,2012-11-01,2012-10-23,3,0.40,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
10855,3,2014-01-27,2014-02-24,2014-02-04,1,170.97,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10903,3,2014-02-24,2014-03-24,2014-03-04,3,36.71,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
